user_id,age,income_bracket,pref_category_1,avg_spend_3mo,visit_frequency,segment_target
51858,40,Medium,Plumber,80.5,Weekly,High Value
51859,66,Medium,Restaurant,53.93,Rarely,Low Value
51860,49,Medium,Coffee Shop,53.73,Rarely,Low Value
51861,39,Low,Auto Repair,18.57,Daily,Low Value
51862,59,Medium,Bakery,52.82,Daily,Low Value
51863,46,Low,Bookstore,5.0,Weekly,Low Value
51864,56,Medium,Bookstore,41.41,Monthly,Medium Value
51865,51,High,Boutique,68.66,Monthly,Medium Value
51866,36,Medium,Gym,54.71,Monthly,Medium Value
51867,55,Medium,Auto Repair,42.13,Daily,Low Value
51868,46,High,Gym,58.23,Weekly,Medium Value
51869,55,Low,Plumber,43.22,Weekly,Medium Value
51870,26,Low,Auto Repair,41.03,Daily,Low Value
51871,24,Medium,Gym,34.65,Weekly,Medium Value
51872,56,Low,Pet Store,85.47,Rarely,Low Value
51873,36,Medium,Coffee Shop,36.14,Weekly,Medium Value
51874,31,Medium,Plumber,33.5,Weekly,Medium Value
51875,56,Medium,Gym,56.38,Weekly,Medium Value
51876,45,Low,Boutique,79.03,Weekly,Medium Value
51877,37,Medium,Boutique,66.09,Weekly,Medium Value
51878,25,Medium,Gym,101.31,Rarely,Low Value
51879,50,Low,Restaurant,11.1,Monthly,Low Value
51880,69,Medium,Bookstore,24.59,Monthly,Low Value
51881,33,High,Boutique,5.0,Monthly,Low Value
51882,66,High,Restaurant,49.0,Daily,Low Value
51883,60,Medium,Gym,61.21,Weekly,Medium Value
51884,27,Medium,Coffee Shop,8.84,Weekly,Low Value
51885,21,Medium,Plumber,55.34,Monthly,Medium Value
51886,23,Medium,Hair Salon,88.48,Daily,High Value
51887,48,Medium,Gym,5.0,Monthly,Low Value
51888,45,Medium,Bookstore,5.0,Monthly,Low Value
51889,47,High,Hair Salon,6.89,Weekly,Low Value
51890,38,Low,Gym,11.43,Daily,Low Value
51891,31,Medium,Plumber,87.78,Weekly,High Value
51892,38,High,Boutique,35.58,Rarely,Low Value
51893,27,Low,Bookstore,58.36,Monthly,Medium Value
51894,47,Medium,Coffee Shop,50.55,Monthly,Medium Value
51895,54,Medium,Boutique,15.01,Weekly,Low Value
51896,34,Medium,Bookstore,50.17,Daily,Low Value
51897,46,Medium,Plumber,52.59,Monthly,Medium Value
51898,29,Low,Gym,10.89,Weekly,Low Value
51899,44,High,Auto Repair,39.38,Rarely,Low Value
51900,24,Low,Gym,44.41,Monthly,Medium Value
51901,27,Low,Plumber,20.68,Weekly,Low Value
51902,25,Medium,Bakery,96.56,Monthly,Medium Value
51903,65,High,Pet Store,5.0,Monthly,Low Value
51904,28,Medium,Gym,43.59,Rarely,Low Value
51905,35,High,Coffee Shop,82.99,Weekly,High Value
51906,29,Medium,Coffee Shop,45.79,Rarely,Low Value
51907,53,Medium,Bakery,5.0,Weekly,Low Value
51908,38,Medium,Plumber,31.87,Daily,Low Value
51909,29,Medium,Pet Store,14.62,Monthly,Low Value
51910,31,Medium,Bakery,44.89,Monthly,Medium Value
51911,57,Low,Plumber,35.51,Monthly,Medium Value
51912,60,Medium,Gym,26.02,Monthly,Low Value
51913,35,Medium,Bakery,71.89,Rarely,Low Value
51914,31,High,Restaurant,46.79,Daily,Low Value
51915,36,Low,Plumber,5.0,Monthly,Low Value
51916,25,High,Restaurant,5.0,Monthly,Low Value
51917,40,Low,Plumber,34.2,Monthly,Medium Value
51918,20,Low,Restaurant,23.57,Weekly,Low Value
51919,54,Medium,Boutique,74.27,Monthly,Medium Value
51920,44,Low,Coffee Shop,5.0,Weekly,Low Value
51921,23,Low,Gym,30.09,Weekly,Medium Value
51922,27,Low,Hair Salon,32.22,Monthly,Medium Value
51923,31,Low,Hair Salon,88.94,Monthly,Medium Value
51924,40,Medium,Coffee Shop,34.77,Rarely,Low Value
51925,58,Medium,Restaurant,5.0,Weekly,Low Value
51926,67,Medium,Pet Store,27.57,Monthly,Low Value
51927,52,Low,Boutique,33.9,Monthly,Medium Value
51928,54,Medium,Auto Repair,105.99,Weekly,High Value
51929,58,Medium,Gym,60.67,Monthly,Medium Value
51930,66,High,Gym,41.19,Rarely,Low Value
51931,32,Medium,Pet Store,45.38,Rarely,Low Value
51932,29,Medium,Plumber,73.17,Monthly,Medium Value
51933,25,Medium,Coffee Shop,12.89,Daily,Low Value
51934,18,Medium,Bookstore,17.0,Rarely,Low Value
51935,48,High,Bakery,23.17,Weekly,Low Value
51936,23,Medium,Bookstore,14.68,Weekly,Low Value
51937,32,Medium,Hair Salon,100.55,Rarely,Low Value
51938,55,Medium,Coffee Shop,59.39,Daily,Low Value
51939,27,Low,Plumber,49.45,Daily,Low Value
51940,37,Medium,Auto Repair,68.68,Weekly,Medium Value
51941,59,Low,Auto Repair,27.54,Weekly,Low Value
51942,34,High,Hair Salon,25.6,Daily,Low Value
51943,38,Low,Restaurant,5.0,Monthly,Low Value
51944,22,Medium,Bakery,5.0,Monthly,Low Value
51945,65,High,Bookstore,36.36,Weekly,Medium Value
51946,28,High,Bookstore,5.0,Daily,Low Value
51947,45,Medium,Pet Store,20.34,Weekly,Low Value
51948,19,High,Auto Repair,31.93,Weekly,Medium Value
51949,23,Medium,Boutique,29.69,Monthly,Low Value
51950,65,Low,Pet Store,13.08,Rarely,Low Value
51951,58,Low,Plumber,65.37,Daily,Low Value
51952,54,High,Auto Repair,36.03,Daily,Low Value
51953,31,Medium,Gym,26.19,Daily,Low Value
51954,55,Low,Pet Store,15.09,Rarely,Low Value
51955,51,Low,Boutique,51.25,Weekly,Medium Value
51956,27,Low,Gym,54.45,Monthly,Medium Value
51957,24,Medium,Auto Repair,63.39,Monthly,Medium Value
51958,49,Medium,Bakery,42.02,Monthly,Medium Value
51959,58,Medium,Auto Repair,50.43,Weekly,Medium Value
51960,59,Low,Hair Salon,45.33,Rarely,Low Value
51961,45,Low,Auto Repair,40.64,Weekly,Medium Value
51962,23,Medium,Boutique,82.66,Weekly,High Value
51963,63,High,Restaurant,30.38,Rarely,Low Value
51964,50,Medium,Bookstore,48.56,Weekly,Medium Value
51965,60,Medium,Restaurant,18.47,Rarely,Low Value
51966,44,Low,Auto Repair,39.94,Rarely,Low Value
51967,68,High,Plumber,20.54,Daily,Low Value
51968,26,Low,Coffee Shop,38.05,Weekly,Medium Value
51969,20,Medium,Gym,41.51,Monthly,Medium Value
51970,63,Medium,Auto Repair,33.35,Monthly,Medium Value
51971,48,Low,Auto Repair,5.0,Rarely,Low Value
51972,60,Low,Pet Store,37.24,Rarely,Low Value
51973,20,Medium,Gym,46.3,Daily,Low Value
51974,59,High,Gym,9.23,Weekly,Low Value
51975,57,High,Auto Repair,16.57,Monthly,Low Value
51976,24,High,Bookstore,99.0,Weekly,High Value
51977,51,Medium,Coffee Shop,26.65,Weekly,Low Value
51978,38,Low,Boutique,50.88,Rarely,Low Value
51979,65,Medium,Gym,36.58,Daily,Low Value
51980,30,Low,Bakery,75.58,Monthly,Medium Value
51981,52,Medium,Coffee Shop,64.98,Weekly,Medium Value
51982,51,Low,Hair Salon,51.21,Weekly,Medium Value
51983,18,Low,Pet Store,90.22,Rarely,Low Value
51984,48,Medium,Hair Salon,70.98,Weekly,Medium Value
51985,60,Medium,Hair Salon,50.26,Rarely,Low Value
51986,22,High,Bookstore,100.38,Weekly,High Value
51987,54,Medium,Bakery,5.0,Weekly,Low Value
51988,31,Low,Plumber,5.0,Monthly,Low Value
51989,66,Low,Plumber,60.64,Monthly,Medium Value
51990,34,Medium,Pet Store,32.12,Weekly,Medium Value
51991,36,Medium,Gym,20.53,Weekly,Low Value
51992,45,Low,Pet Store,70.95,Daily,Low Value
51993,32,Low,Boutique,104.65,Weekly,High Value
51994,37,Medium,Gym,23.9,Daily,Low Value
51995,59,High,Bakery,31.86,Monthly,Medium Value
51996,40,High,Pet Store,9.76,Monthly,Low Value
51997,19,Low,Pet Store,23.06,Rarely,Low Value
51998,66,High,Hair Salon,44.77,Weekly,Medium Value
51999,58,Low,Bookstore,74.33,Rarely,Low Value
52000,54,Medium,Plumber,31.29,Weekly,Medium Value
52001,44,Low,Boutique,17.37,Daily,Low Value
52002,69,Medium,Boutique,9.86,Daily,Low Value
52003,29,Medium,Gym,67.26,Weekly,Medium Value
52004,43,High,Pet Store,39.96,Weekly,Medium Value
52005,54,Medium,Restaurant,43.28,Daily,Low Value
52006,46,Low,Boutique,56.32,Rarely,Low Value
52007,21,Medium,Boutique,9.33,Weekly,Low Value
52008,30,Medium,Bookstore,47.16,Daily,Low Value
52009,56,High,Gym,22.52,Weekly,Low Value
52010,37,Medium,Restaurant,5.0,Daily,Low Value
52011,65,High,Boutique,31.06,Rarely,Low Value
52012,59,High,Coffee Shop,56.56,Rarely,Low Value
52013,40,High,Bakery,61.03,Rarely,Low Value
52014,46,Medium,Coffee Shop,34.46,Weekly,Medium Value
52015,47,Low,Auto Repair,5.0,Weekly,Low Value
52016,57,Low,Boutique,10.2,Weekly,Low Value
52017,66,Medium,Boutique,5.0,Rarely,Low Value
52018,22,Low,Boutique,48.41,Daily,Low Value
52019,27,Medium,Gym,41.63,Monthly,Medium Value
52020,42,High,Coffee Shop,5.0,Weekly,Low Value
52021,55,Medium,Hair Salon,21.07,Rarely,Low Value
52022,21,Medium,Plumber,81.61,Monthly,Medium Value
52023,38,Low,Pet Store,57.82,Daily,Low Value
52024,66,High,Pet Store,62.61,Weekly,Medium Value
52025,43,Medium,Hair Salon,61.27,Rarely,Low Value
52026,18,High,Restaurant,54.83,Monthly,Medium Value
52027,33,High,Coffee Shop,20.62,Weekly,Low Value
52028,33,High,Auto Repair,55.25,Monthly,Medium Value
52029,44,Low,Pet Store,13.55,Monthly,Low Value
52030,65,Medium,Auto Repair,32.32,Weekly,Medium Value
52031,42,Medium,Bakery,111.65,Rarely,Low Value
52032,59,Low,Gym,69.22,Rarely,Low Value
52033,69,Low,Coffee Shop,111.79,Rarely,Low Value
52034,18,Medium,Boutique,58.92,Monthly,Medium Value
52035,35,Medium,Plumber,25.21,Monthly,Low Value
52036,23,Medium,Pet Store,54.65,Daily,Low Value
52037,53,Medium,Hair Salon,24.26,Daily,Low Value
52038,66,Medium,Bakery,76.68,Daily,Low Value
52039,52,Medium,Hair Salon,5.0,Weekly,Low Value
52040,21,Medium,Hair Salon,33.15,Weekly,Medium Value
52041,47,Medium,Hair Salon,82.97,Weekly,High Value
52042,31,High,Auto Repair,56.67,Rarely,Low Value
52043,57,Medium,Bookstore,29.07,Daily,Low Value
52044,47,Medium,Auto Repair,78.84,Daily,Low Value
52045,59,Low,Gym,32.71,Rarely,Low Value
52046,68,High,Bookstore,113.48,Rarely,Low Value
52047,22,Medium,Boutique,19.49,Monthly,Low Value
52048,43,Low,Coffee Shop,68.86,Weekly,Medium Value
52049,59,Low,Coffee Shop,45.15,Monthly,Medium Value
52050,24,Low,Pet Store,110.05,Weekly,High Value
52051,51,Low,Boutique,71.17,Monthly,Medium Value
52052,18,Medium,Restaurant,41.13,Weekly,Medium Value
52053,30,Low,Auto Repair,5.0,Weekly,Low Value
52054,40,Medium,Bookstore,108.72,Rarely,Low Value
52055,58,High,Plumber,32.62,Monthly,Medium Value
52056,50,Low,Plumber,39.59,Weekly,Medium Value
52057,42,Medium,Auto Repair,76.91,Rarely,Low Value
52058,19,Medium,Bakery,48.41,Monthly,Medium Value
52059,69,High,Boutique,31.96,Monthly,Medium Value
52060,33,Medium,Auto Repair,70.22,Weekly,Medium Value
52061,57,High,Boutique,86.22,Monthly,Medium Value
52062,49,Medium,Boutique,79.95,Rarely,Low Value
52063,54,Medium,Auto Repair,35.7,Monthly,Medium Value
52064,69,High,Hair Salon,5.0,Rarely,Low Value
52065,40,High,Gym,58.61,Monthly,Medium Value
52066,26,High,Pet Store,5.0,Daily,Low Value
52067,39,Low,Bakery,94.55,Rarely,Low Value
52068,59,Low,Bakery,26.89,Weekly,Low Value
52069,44,Medium,Hair Salon,57.31,Monthly,Medium Value
52070,39,Medium,Gym,81.5,Daily,High Value
52071,49,Medium,Coffee Shop,46.72,Weekly,Medium Value
52072,35,Medium,Pet Store,5.0,Monthly,Low Value
52073,41,Medium,Bakery,64.3,Weekly,Medium Value
52074,62,Medium,Auto Repair,105.49,Weekly,High Value
52075,62,High,Coffee Shop,30.3,Monthly,Medium Value
52076,20,Medium,Restaurant,54.19,Weekly,Medium Value
52077,45,Low,Auto Repair,8.95,Monthly,Low Value
52078,47,High,Pet Store,98.82,Weekly,High Value
52079,60,Medium,Pet Store,86.06,Weekly,High Value
52080,57,Medium,Coffee Shop,81.67,Weekly,High Value
52081,67,Medium,Pet Store,56.49,Rarely,Low Value
52082,53,High,Coffee Shop,5.59,Weekly,Low Value
52083,50,Medium,Hair Salon,72.54,Weekly,Medium Value
52084,38,Low,Pet Store,12.41,Monthly,Low Value
52085,63,Low,Gym,71.69,Monthly,Medium Value
52086,30,Medium,Gym,42.03,Daily,Low Value
52087,30,Low,Coffee Shop,65.34,Rarely,Low Value
52088,57,Medium,Boutique,18.51,Rarely,Low Value
52089,64,Medium,Pet Store,5.0,Weekly,Low Value
52090,67,Low,Bookstore,17.26,Weekly,Low Value
52091,25,Medium,Boutique,5.0,Weekly,Low Value
52092,65,Low,Bakery,89.2,Weekly,High Value
52093,35,Medium,Pet Store,37.85,Weekly,Medium Value
52094,35,Low,Plumber,5.0,Weekly,Low Value
52095,44,Low,Restaurant,27.62,Monthly,Low Value
52096,65,High,Coffee Shop,21.77,Daily,Low Value
52097,56,Medium,Auto Repair,62.52,Rarely,Low Value
52098,47,Medium,Coffee Shop,51.34,Weekly,Medium Value
52099,53,Medium,Pet Store,51.6,Monthly,Medium Value
52100,28,High,Coffee Shop,110.95,Monthly,Medium Value
52101,33,Medium,Boutique,12.65,Monthly,Low Value
52102,26,Low,Auto Repair,25.08,Weekly,Low Value
52103,58,Low,Bakery,43.72,Monthly,Medium Value
52104,64,High,Coffee Shop,55.74,Monthly,Medium Value
52105,57,Medium,Plumber,37.9,Daily,Low Value
52106,60,Medium,Restaurant,61.61,Rarely,Low Value
52107,33,High,Hair Salon,32.04,Weekly,Medium Value
52108,69,Low,Bakery,47.31,Daily,Low Value
52109,20,Medium,Hair Salon,53.81,Daily,Low Value
52110,43,Medium,Bakery,5.26,Monthly,Low Value
52111,28,Low,Auto Repair,87.29,Weekly,High Value
52112,48,Medium,Coffee Shop,38.64,Rarely,Low Value
52113,51,Low,Plumber,78.43,Weekly,Medium Value
52114,29,Medium,Pet Store,63.83,Daily,Low Value
52115,23,Medium,Restaurant,5.0,Daily,Low Value
52116,55,Medium,Restaurant,55.49,Monthly,Medium Value
52117,40,Medium,Bakery,77.23,Rarely,Low Value
52118,49,Medium,Auto Repair,30.44,Monthly,Medium Value
52119,45,Medium,Gym,25.32,Monthly,Low Value
52120,33,Low,Bookstore,9.33,Monthly,Low Value
52121,58,Low,Auto Repair,26.64,Monthly,Low Value
52122,59,Medium,Plumber,58.43,Weekly,Medium Value
52123,67,Medium,Hair Salon,27.07,Monthly,Low Value
52124,47,High,Bakery,59.52,Weekly,Medium Value
52125,30,Medium,Bookstore,75.07,Weekly,Medium Value
52126,62,High,Gym,30.43,Rarely,Low Value
52127,27,Low,Pet Store,5.0,Weekly,Low Value
52128,44,High,Auto Repair,5.0,Daily,Low Value
52129,25,Medium,Hair Salon,5.02,Weekly,Low Value
52130,41,Low,Coffee Shop,49.03,Monthly,Medium Value
52131,65,Medium,Coffee Shop,80.62,Daily,High Value
52132,50,Low,Bakery,65.2,Monthly,Medium Value
52133,38,Low,Auto Repair,32.44,Rarely,Low Value
52134,58,Medium,Bookstore,36.14,Weekly,Medium Value
52135,57,Low,Bakery,67.25,Daily,Low Value
52136,67,High,Coffee Shop,5.0,Monthly,Low Value
52137,49,Medium,Plumber,58.06,Monthly,Medium Value
52138,47,High,Plumber,62.47,Weekly,Medium Value
52139,62,Medium,Plumber,47.22,Monthly,Medium Value
52140,20,Low,Restaurant,75.68,Weekly,Medium Value
52141,42,Low,Restaurant,39.61,Monthly,Medium Value
52142,45,Medium,Pet Store,5.0,Daily,Low Value
52143,34,Medium,Restaurant,46.37,Rarely,Low Value
52144,26,Medium,Coffee Shop,109.12,Weekly,High Value
52145,57,Medium,Bakery,5.0,Daily,Low Value
52146,52,Medium,Boutique,8.94,Weekly,Low Value
52147,31,Medium,Plumber,25.25,Monthly,Low Value
52148,24,Medium,Coffee Shop,66.4,Monthly,Medium Value
52149,21,Medium,Restaurant,35.71,Monthly,Medium Value
52150,65,High,Bakery,41.42,Daily,Low Value
52151,44,Low,Restaurant,45.15,Weekly,Medium Value
52152,41,Medium,Pet Store,34.16,Weekly,Medium Value
52153,52,Medium,Bakery,48.96,Rarely,Low Value
52154,39,Medium,Gym,73.91,Weekly,Medium Value
52155,42,Low,Gym,31.0,Monthly,Medium Value
52156,56,Medium,Pet Store,5.0,Daily,Low Value
52157,66,Medium,Auto Repair,37.17,Weekly,Medium Value
52158,55,Medium,Pet Store,5.0,Weekly,Low Value
52159,34,Medium,Auto Repair,35.25,Weekly,Medium Value
52160,19,Medium,Bookstore,24.14,Rarely,Low Value
52161,62,Medium,Pet Store,10.84,Monthly,Low Value
52162,58,Medium,Coffee Shop,14.72,Rarely,Low Value
52163,41,Medium,Coffee Shop,35.19,Monthly,Medium Value
52164,67,Low,Bookstore,30.06,Rarely,Low Value
52165,42,Medium,Boutique,59.24,Weekly,Medium Value
52166,61,Medium,Coffee Shop,97.42,Weekly,High Value
52167,35,High,Hair Salon,48.19,Rarely,Low Value
52168,21,Low,Plumber,81.82,Weekly,High Value
52169,66,Medium,Auto Repair,95.21,Daily,High Value
52170,23,Medium,Pet Store,78.51,Rarely,Low Value
52171,54,High,Plumber,21.18,Weekly,Low Value
52172,69,Low,Auto Repair,5.0,Weekly,Low Value
52173,21,Low,Gym,100.05,Weekly,High Value
52174,21,Low,Boutique,5.0,Daily,Low Value
52175,38,High,Bookstore,56.93,Monthly,Medium Value
52176,19,Medium,Auto Repair,5.0,Monthly,Low Value
52177,53,Medium,Boutique,48.9,Monthly,Medium Value
52178,68,Low,Plumber,25.81,Weekly,Low Value
52179,39,High,Bookstore,69.52,Monthly,Medium Value
52180,26,Low,Gym,22.28,Daily,Low Value
52181,65,Medium,Restaurant,60.9,Daily,Low Value
52182,69,Medium,Bookstore,33.0,Monthly,Medium Value
52183,61,Medium,Auto Repair,5.0,Daily,Low Value
52184,35,Medium,Hair Salon,64.49,Monthly,Medium Value
52185,55,Medium,Hair Salon,10.13,Weekly,Low Value
52186,62,Low,Bookstore,100.85,Monthly,Medium Value
52187,54,Medium,Pet Store,5.0,Daily,Low Value
52188,68,Low,Coffee Shop,22.28,Weekly,Low Value
52189,56,High,Hair Salon,34.57,Monthly,Medium Value
52190,63,Medium,Boutique,43.18,Weekly,Medium Value
52191,69,Medium,Bookstore,129.27,Monthly,Medium Value
52192,64,Medium,Auto Repair,25.62,Rarely,Low Value
52193,38,Medium,Pet Store,5.0,Weekly,Low Value
52194,36,Medium,Restaurant,11.11,Weekly,Low Value
52195,46,Low,Hair Salon,19.32,Monthly,Low Value
52196,24,High,Coffee Shop,49.03,Rarely,Low Value
52197,44,Medium,Pet Store,72.73,Weekly,Medium Value
52198,61,Low,Coffee Shop,11.09,Monthly,Low Value
52199,69,Low,Plumber,11.68,Monthly,Low Value
52200,33,Medium,Bookstore,15.38,Weekly,Low Value
52201,20,Low,Bakery,48.8,Monthly,Medium Value
52202,36,Low,Bakery,5.0,Rarely,Low Value
52203,21,Medium,Plumber,65.36,Monthly,Medium Value
52204,66,Medium,Restaurant,41.27,Weekly,Medium Value
52205,20,Medium,Bookstore,25.52,Rarely,Low Value
52206,38,Medium,Restaurant,21.25,Monthly,Low Value
52207,68,High,Bakery,41.47,Monthly,Medium Value
52208,48,Medium,Bakery,27.52,Weekly,Low Value
52209,19,High,Plumber,90.27,Monthly,Medium Value
52210,45,Medium,Bookstore,32.35,Monthly,Medium Value
52211,27,Medium,Hair Salon,35.12,Daily,Low Value
52212,35,Low,Restaurant,34.25,Rarely,Low Value
52213,21,Medium,Bakery,9.94,Monthly,Low Value
52214,44,High,Hair Salon,48.2,Daily,Low Value
52215,23,Low,Hair Salon,54.22,Weekly,Medium Value
52216,29,Medium,Bookstore,49.48,Weekly,Medium Value
52217,21,High,Plumber,81.7,Weekly,High Value
52218,41,Medium,Hair Salon,9.21,Weekly,Low Value
52219,20,Medium,Hair Salon,61.47,Daily,Low Value
52220,49,Low,Pet Store,5.0,Weekly,Low Value
52221,66,High,Gym,95.21,Monthly,Medium Value
52222,42,Low,Plumber,10.46,Weekly,Low Value
52223,68,Low,Restaurant,42.83,Rarely,Low Value
52224,44,High,Auto Repair,5.0,Daily,Low Value
52225,66,Medium,Coffee Shop,26.48,Weekly,Low Value
52226,52,Low,Bookstore,33.19,Weekly,Medium Value
52227,37,Medium,Plumber,5.0,Monthly,Low Value
52228,27,Medium,Hair Salon,84.34,Weekly,High Value
52229,42,Low,Coffee Shop,66.06,Rarely,Low Value
52230,56,Medium,Auto Repair,57.58,Weekly,Medium Value
52231,45,High,Boutique,62.86,Daily,Low Value
52232,44,Medium,Boutique,52.24,Monthly,Medium Value
52233,57,Medium,Bakery,13.95,Rarely,Low Value
52234,51,Medium,Boutique,73.76,Monthly,Medium Value
52235,24,Medium,Gym,41.17,Weekly,Medium Value
52236,33,Medium,Bakery,5.0,Daily,Low Value
52237,53,Low,Hair Salon,28.93,Monthly,Low Value
52238,58,Medium,Bakery,38.94,Daily,Low Value
52239,47,Low,Restaurant,32.18,Weekly,Medium Value
52240,41,Medium,Bakery,13.25,Weekly,Low Value
52241,23,Medium,Bakery,85.83,Monthly,Medium Value
52242,40,Low,Pet Store,26.5,Monthly,Low Value
52243,55,Medium,Bakery,33.78,Daily,Low Value
52244,39,Medium,Hair Salon,40.22,Monthly,Medium Value
52245,50,Medium,Restaurant,31.28,Weekly,Medium Value
52246,20,High,Plumber,5.0,Weekly,Low Value
52247,35,Low,Plumber,85.8,Weekly,High Value
52248,30,Medium,Restaurant,19.12,Monthly,Low Value
52249,30,High,Bookstore,11.83,Rarely,Low Value
52250,37,High,Auto Repair,61.5,Weekly,Medium Value
52251,59,Medium,Boutique,5.0,Monthly,Low Value
52252,67,Medium,Plumber,72.9,Rarely,Low Value
52253,22,Medium,Gym,47.24,Monthly,Medium Value
52254,40,High,Plumber,85.91,Weekly,High Value
52255,57,Low,Hair Salon,5.0,Monthly,Low Value
52256,61,High,Boutique,38.81,Daily,Low Value
52257,37,High,Bookstore,32.87,Monthly,Medium Value
52258,69,Medium,Bookstore,84.78,Weekly,High Value
52259,50,Low,Bookstore,78.78,Weekly,Medium Value
52260,62,Medium,Restaurant,23.7,Monthly,Low Value
52261,51,Medium,Bookstore,51.94,Monthly,Medium Value
52262,44,Low,Coffee Shop,102.4,Monthly,Medium Value
52263,19,Medium,Auto Repair,56.33,Rarely,Low Value
52264,55,Medium,Bookstore,54.36,Monthly,Medium Value
52265,56,Medium,Bakery,54.74,Rarely,Low Value
52266,67,Low,Coffee Shop,122.32,Monthly,Medium Value
52267,29,Medium,Pet Store,100.09,Rarely,Low Value
52268,60,Medium,Boutique,23.76,Daily,Low Value
52269,65,Medium,Pet Store,5.0,Weekly,Low Value
52270,43,Low,Bakery,62.41,Monthly,Medium Value
52271,28,Medium,Bakery,26.35,Daily,Low Value
52272,23,Medium,Coffee Shop,68.92,Monthly,Medium Value
52273,26,Low,Boutique,76.23,Weekly,Medium Value
52274,24,Low,Bookstore,39.02,Monthly,Medium Value
52275,43,Medium,Hair Salon,44.03,Monthly,Medium Value
52276,43,Low,Auto Repair,5.0,Daily,Low Value
52277,34,Medium,Auto Repair,33.65,Weekly,Medium Value
52278,31,Low,Auto Repair,74.31,Daily,Low Value
52279,43,Medium,Pet Store,47.83,Rarely,Low Value
52280,27,Medium,Hair Salon,61.26,Daily,Low Value
52281,42,Low,Auto Repair,120.35,Monthly,Medium Value
52282,30,Low,Gym,5.0,Monthly,Low Value
52283,57,Medium,Pet Store,48.32,Weekly,Medium Value
52284,57,Low,Auto Repair,94.44,Rarely,Low Value
52285,49,Medium,Gym,55.58,Monthly,Medium Value
52286,19,Low,Restaurant,65.04,Weekly,Medium Value
52287,44,High,Boutique,46.39,Weekly,Medium Value
52288,48,Low,Bookstore,19.91,Monthly,Low Value
52289,53,Medium,Bakery,77.68,Weekly,Medium Value
52290,33,High,Bookstore,37.91,Monthly,Medium Value
52291,39,Medium,Gym,35.44,Monthly,Medium Value
52292,56,Low,Hair Salon,19.55,Daily,Low Value
52293,56,Low,Bookstore,82.07,Weekly,High Value
52294,23,High,Coffee Shop,42.01,Monthly,Medium Value
52295,33,Medium,Boutique,68.9,Monthly,Medium Value
52296,24,High,Auto Repair,5.0,Rarely,Low Value
52297,48,Medium,Gym,5.75,Weekly,Low Value
52298,65,Low,Pet Store,71.57,Weekly,Medium Value
52299,20,Medium,Plumber,32.89,Weekly,Medium Value
52300,38,Low,Coffee Shop,34.66,Rarely,Low Value
52301,27,Medium,Boutique,5.0,Weekly,Low Value
52302,58,Medium,Auto Repair,47.03,Daily,Low Value
52303,60,Medium,Auto Repair,5.0,Rarely,Low Value
52304,33,Medium,Boutique,39.34,Monthly,Medium Value
52305,51,Medium,Gym,71.24,Monthly,Medium Value
52306,18,Low,Bakery,38.84,Monthly,Medium Value
52307,47,High,Auto Repair,46.54,Daily,Low Value
52308,55,Low,Gym,13.78,Rarely,Low Value
52309,52,Medium,Hair Salon,51.83,Rarely,Low Value
52310,46,Medium,Bookstore,17.95,Daily,Low Value
52311,50,Low,Plumber,63.68,Weekly,Medium Value
52312,65,Medium,Plumber,34.14,Weekly,Medium Value
52313,35,High,Boutique,5.0,Monthly,Low Value
52314,19,Medium,Coffee Shop,33.12,Weekly,Medium Value
52315,62,Low,Restaurant,60.48,Monthly,Medium Value
52316,39,High,Coffee Shop,55.23,Monthly,Medium Value
52317,56,High,Hair Salon,62.09,Monthly,Medium Value
52318,66,High,Plumber,49.07,Monthly,Medium Value
52319,66,Low,Bakery,43.59,Weekly,Medium Value
52320,45,Low,Boutique,51.83,Monthly,Medium Value
52321,24,Medium,Bakery,15.4,Monthly,Low Value
52322,26,Medium,Hair Salon,22.7,Monthly,Low Value
52323,52,Medium,Coffee Shop,18.28,Monthly,Low Value
52324,64,Low,Bookstore,30.53,Daily,Low Value
52325,63,Low,Bakery,75.54,Weekly,Medium Value
52326,37,High,Boutique,64.58,Weekly,Medium Value
52327,30,Medium,Pet Store,55.87,Weekly,Medium Value
52328,46,Medium,Plumber,45.27,Rarely,Low Value
52329,60,Medium,Boutique,60.0,Weekly,Medium Value
52330,38,Medium,Auto Repair,46.96,Weekly,Medium Value
52331,49,High,Coffee Shop,47.04,Weekly,Medium Value
52332,45,Medium,Pet Store,56.14,Rarely,Low Value
52333,20,Medium,Bakery,58.14,Monthly,Medium Value
52334,31,Medium,Hair Salon,55.55,Rarely,Low Value
52335,33,Medium,Pet Store,36.01,Daily,Low Value
52336,41,Medium,Hair Salon,58.73,Weekly,Medium Value
52337,26,Medium,Boutique,12.35,Rarely,Low Value
52338,48,High,Restaurant,61.52,Weekly,Medium Value
52339,42,Medium,Auto Repair,71.44,Weekly,Medium Value
52340,26,Low,Auto Repair,31.35,Monthly,Medium Value
52341,22,High,Gym,5.0,Rarely,Low Value
52342,45,High,Bakery,24.91,Monthly,Low Value
52343,21,Low,Restaurant,52.68,Daily,Low Value
52344,18,Low,Hair Salon,53.29,Weekly,Medium Value
52345,22,Medium,Hair Salon,19.11,Rarely,Low Value
52346,46,Medium,Boutique,74.45,Daily,Low Value
52347,46,Medium,Restaurant,62.34,Weekly,Medium Value
52348,22,Medium,Gym,5.0,Daily,Low Value
