business_id,category,city,price_range,avg_rating,review_count,promo_activity,sales_target
12607,Plumber,Meerut,2,3.5,2010,0,71696.24
12608,Gym,Khagaria,3,5.0,4414,1,115760.3
12609,Bakery,Mansi,3,4.0,4258,1,115353.5
12610,Plumber,Mansi,4,4.8,104,0,54256.71
12611,Boutique,Mansi,4,3.4,4301,1,102539.69
12612,Pet Store,Meerut,3,3.7,984,0,41586.02
12613,Bookstore,Mansi,1,4.1,2769,0,92988.21
12614,Bakery,Khagaria,1,5.0,2733,1,99699.78
12615,Bookstore,Begusarai,3,4.5,2273,0,90127.92
12616,Plumber,Begusarai,4,4.1,3720,0,101493.49
12617,Plumber,Mansi,4,4.6,785,1,57164.36
12618,Boutique,Saharsa,2,4.0,1258,0,73553.39
12619,Coffee Shop,Meerut,1,4.4,86,0,48872.62
12620,Coffee Shop,Meerut,3,4.2,362,0,60490.9
12621,Pet Store,Khagaria,3,4.0,1064,1,68562.06
12622,Restaurant,Khagaria,4,4.3,2361,0,46061.72
12623,Auto Repair,Begusarai,1,3.8,2310,0,81073.45
12624,Auto Repair,Saharsa,1,3.9,3011,0,69184.42
12625,Bakery,Mansi,2,4.2,186,0,44752.26
12626,Gym,Mansi,4,4.1,514,0,46394.79
12627,Auto Repair,Saharsa,3,3.5,2797,1,69078.37
12628,Boutique,Mansi,4,4.1,2505,0,76869.19
12629,Plumber,Saharsa,2,3.8,4844,0,129661.59
12630,Auto Repair,Khagaria,4,4.1,3091,0,80322.91
12631,Bookstore,Khagaria,1,3.9,2547,0,93087.74
12632,Coffee Shop,Saharsa,2,4.3,1781,1,84369.6
12633,Plumber,Saharsa,2,4.0,527,0,61940.02
12634,Coffee Shop,Begusarai,1,4.5,1119,1,64297.94
12635,Hair Salon,Mansi,4,4.8,4004,0,94039.97
12636,Auto Repair,Khagaria,2,3.6,3420,0,81740.96
12637,Bakery,Begusarai,1,4.2,296,0,27828.21
12638,Plumber,Khagaria,4,3.7,781,0,39929.86
12639,Gym,Khagaria,2,4.3,1195,0,63225.99
12640,Boutique,Khagaria,4,3.5,2192,0,82945.44
12641,Coffee Shop,Begusarai,1,4.5,1169,1,55169.23
12642,Bookstore,Meerut,3,4.3,3290,0,101309.62
12643,Bookstore,Mansi,4,4.6,1536,1,70967.31
12644,Boutique,Meerut,1,4.8,4584,0,126946.14
12645,Restaurant,Khagaria,2,4.6,1652,0,71075.51
12646,Bakery,Saharsa,2,4.2,2811,0,71810.77
12647,Coffee Shop,Mansi,1,3.5,4351,1,105073.66
12648,Hair Salon,Saharsa,4,4.0,4540,0,101182.98
12649,Bookstore,Meerut,4,4.0,1847,0,60823.05
12650,Bookstore,Saharsa,2,4.5,2166,0,93512.98
12651,Restaurant,Saharsa,4,3.7,3844,0,83608.75
12652,Restaurant,Begusarai,2,4.2,1805,1,78915.0
12653,Bookstore,Mansi,1,3.3,3985,0,106736.61
12654,Boutique,Begusarai,3,4.4,3672,0,94518.67
12655,Restaurant,Khagaria,4,4.9,130,1,51653.25
12656,Auto Repair,Mansi,4,3.3,4361,1,113186.29
12657,Pet Store,Khagaria,3,4.0,3762,0,91127.8
12658,Coffee Shop,Meerut,3,4.4,684,0,39765.68
12659,Bakery,Mansi,2,3.3,3427,1,76690.69
12660,Gym,Saharsa,3,4.7,2696,0,83630.25
12661,Bakery,Begusarai,4,4.2,3430,0,82659.17
12662,Bakery,Saharsa,4,4.1,1539,1,64525.26
12663,Auto Repair,Khagaria,1,3.6,4584,0,117035.27
12664,Boutique,Begusarai,4,5.0,4138,1,120444.68
12665,Auto Repair,Mansi,4,4.0,1037,1,57062.05
12666,Pet Store,Meerut,4,4.2,370,1,63761.52
12667,Hair Salon,Khagaria,4,4.5,1825,1,88797.84
12668,Pet Store,Begusarai,1,3.9,3623,0,69704.49
12669,Restaurant,Meerut,2,3.4,2434,0,51057.93
12670,Gym,Khagaria,1,3.4,1933,0,55428.5
12671,Boutique,Mansi,1,4.9,4765,0,110965.79
12672,Pet Store,Meerut,2,4.3,2435,0,73690.0
12673,Hair Salon,Mansi,1,4.4,4516,0,122234.52
12674,Hair Salon,Khagaria,3,3.6,556,0,44949.93
12675,Auto Repair,Mansi,1,4.1,4827,1,98392.87
12676,Coffee Shop,Saharsa,1,4.7,3042,1,92677.29
12677,Plumber,Begusarai,4,4.2,397,0,44098.52
12678,Plumber,Meerut,4,4.2,735,1,61471.2
12679,Gym,Mansi,4,3.1,4178,0,82309.77
12680,Hair Salon,Mansi,2,4.0,4993,0,119026.84
12681,Hair Salon,Meerut,1,3.5,112,0,37776.33
12682,Gym,Meerut,3,4.1,2801,0,73685.94
12683,Plumber,Khagaria,1,4.0,4254,0,112441.23
12684,Gym,Khagaria,1,3.7,3588,1,102462.56
12685,Gym,Saharsa,1,3.9,1061,0,83121.98
12686,Bakery,Begusarai,2,3.7,788,1,51286.64
12687,Auto Repair,Begusarai,4,4.0,2795,1,96156.14
12688,Pet Store,Meerut,2,4.3,662,1,56787.92
12689,Plumber,Khagaria,2,4.5,4770,0,111627.33
12690,Boutique,Khagaria,1,4.1,925,1,63759.73
12691,Pet Store,Meerut,1,3.5,4386,0,89190.2
12692,Pet Store,Begusarai,1,3.7,3604,1,102235.64
12693,Restaurant,Khagaria,1,4.5,4658,0,116770.74
12694,Coffee Shop,Khagaria,2,4.8,2627,1,94859.39
12695,Bookstore,Saharsa,2,3.8,4405,1,109574.55
12696,Bookstore,Meerut,1,4.7,622,0,57037.46
12697,Gym,Khagaria,2,4.5,3504,1,104180.38
12698,Auto Repair,Saharsa,1,4.6,1768,0,55391.9
12699,Bakery,Meerut,2,4.2,3419,1,93608.83
12700,Plumber,Meerut,2,5.0,1008,1,70626.71
12701,Pet Store,Khagaria,1,4.8,4219,1,119191.98
12702,Hair Salon,Khagaria,4,4.0,1392,1,72569.16
12703,Boutique,Mansi,3,3.1,397,0,41883.41
12704,Pet Store,Khagaria,4,4.9,2640,0,87356.58
12705,Auto Repair,Begusarai,4,4.5,610,1,47874.18
12706,Bookstore,Meerut,1,4.3,887,0,53038.16
12707,Gym,Mansi,4,3.9,2414,0,68596.21
12708,Hair Salon,Begusarai,4,4.5,437,1,59046.38
12709,Coffee Shop,Khagaria,2,4.0,2312,0,77535.61
12710,Bakery,Meerut,1,3.8,3661,1,94657.13
12711,Pet Store,Mansi,3,4.7,1252,0,65703.93
12712,Bookstore,Begusarai,1,4.3,568,0,60903.51
12713,Pet Store,Meerut,4,3.9,4597,0,111533.52
12714,Coffee Shop,Mansi,2,3.9,2100,1,77330.7
12715,Boutique,Saharsa,2,4.7,1270,1,66405.69
12716,Coffee Shop,Mansi,4,4.1,2177,0,83164.01
12717,Bookstore,Saharsa,3,3.0,1074,0,38501.44
12718,Hair Salon,Begusarai,3,4.4,2508,1,90176.33
12719,Bookstore,Mansi,2,4.4,3921,0,81092.02
12720,Hair Salon,Khagaria,4,4.6,319,0,59509.75
12721,Restaurant,Begusarai,1,3.9,3661,0,93353.19
12722,Restaurant,Khagaria,4,3.6,817,1,72742.79
12723,Bakery,Khagaria,1,5.0,962,0,52428.85
12724,Coffee Shop,Begusarai,1,3.6,988,0,44778.95
12725,Plumber,Khagaria,4,2.8,3102,1,67508.28
12726,Bookstore,Saharsa,3,5.0,4887,0,124670.1
12727,Hair Salon,Saharsa,1,4.5,3640,1,96936.66
12728,Pet Store,Saharsa,3,4.3,1551,1,87526.4
12729,Restaurant,Saharsa,1,4.1,3358,1,108935.19
12730,Restaurant,Meerut,2,2.7,3434,1,91451.41
12731,Pet Store,Saharsa,3,3.7,2240,1,77281.97
12732,Pet Store,Saharsa,4,3.7,1452,1,68982.01
12733,Boutique,Begusarai,2,4.1,1126,1,53204.5
12734,Pet Store,Khagaria,2,3.7,3634,0,77345.89
12735,Hair Salon,Meerut,4,4.2,1916,0,60552.1
12736,Gym,Khagaria,1,4.1,2966,0,94365.94
12737,Auto Repair,Saharsa,4,3.9,3289,1,59779.75
12738,Plumber,Begusarai,1,4.9,347,1,66246.52
12739,Pet Store,Meerut,4,4.6,108,0,55673.12
12740,Pet Store,Mansi,4,4.5,79,1,52088.57
12741,Auto Repair,Saharsa,3,3.2,818,0,49494.94
12742,Auto Repair,Saharsa,1,4.3,4713,0,92806.16
12743,Hair Salon,Saharsa,2,3.7,1644,0,59159.2
12744,Pet Store,Meerut,2,4.3,4413,0,122390.63
12745,Auto Repair,Khagaria,4,4.2,2038,1,72259.93
12746,Bakery,Saharsa,4,4.7,4528,0,116068.83
12747,Plumber,Saharsa,1,3.4,282,0,9806.28
12748,Coffee Shop,Meerut,3,4.3,3167,0,94030.62
12749,Gym,Meerut,2,4.3,2646,0,79806.45
12750,Pet Store,Meerut,2,4.2,4003,0,109583.92
12751,Pet Store,Begusarai,4,4.7,4106,0,109686.56
12752,Bakery,Khagaria,1,3.9,4220,0,94715.56
12753,Gym,Khagaria,1,3.8,2495,0,71780.4
12754,Restaurant,Meerut,1,3.5,2249,0,71290.9
12755,Hair Salon,Meerut,1,4.0,2129,0,65123.15
12756,Auto Repair,Mansi,4,4.3,2958,0,91695.84
12757,Plumber,Khagaria,2,4.0,3314,1,93274.29
12758,Plumber,Saharsa,4,4.8,4072,1,125404.75
12759,Bookstore,Khagaria,1,3.9,4674,1,109830.41
12760,Plumber,Saharsa,1,3.9,692,0,60145.19
12761,Bookstore,Meerut,3,4.1,2435,1,68817.46
12762,Gym,Meerut,2,4.1,2994,0,92775.1
12763,Gym,Mansi,4,4.2,4873,1,120188.39
12764,Plumber,Khagaria,1,4.2,3810,0,84069.45
12765,Boutique,Khagaria,1,4.1,159,0,38884.03
12766,Gym,Begusarai,1,3.2,2673,0,77114.42
12767,Boutique,Meerut,2,3.9,725,0,37502.38
12768,Plumber,Saharsa,4,3.0,2268,0,48365.86
12769,Boutique,Meerut,2,3.3,3431,0,87831.99
12770,Plumber,Saharsa,4,3.6,1389,0,40905.51
12771,Bookstore,Begusarai,1,4.5,2669,1,85631.1
12772,Restaurant,Mansi,1,3.3,4143,0,95429.07
12773,Coffee Shop,Meerut,3,3.8,2675,0,89893.69
12774,Gym,Meerut,4,4.0,2504,1,82462.42
12775,Boutique,Mansi,4,4.4,4195,1,110984.48
12776,Restaurant,Khagaria,2,4.4,2423,0,84045.37
12777,Plumber,Meerut,4,4.8,2212,0,72074.58
12778,Auto Repair,Saharsa,3,3.6,1961,0,61466.74
12779,Bakery,Begusarai,4,4.5,1478,0,68417.51
12780,Plumber,Saharsa,1,4.4,1162,0,71068.44
12781,Auto Repair,Begusarai,4,4.2,290,1,60635.34
12782,Pet Store,Mansi,1,4.0,914,1,54964.79
12783,Gym,Mansi,1,4.4,3599,1,107480.96
12784,Auto Repair,Begusarai,2,3.4,4436,1,106697.62
12785,Bookstore,Begusarai,3,4.5,1976,0,77816.49
12786,Plumber,Khagaria,4,4.3,3621,1,111229.02
12787,Gym,Meerut,4,3.4,4072,1,92882.42
12788,Bakery,Begusarai,1,4.4,3526,0,102457.21
12789,Gym,Begusarai,2,4.3,3292,0,72259.38
12790,Plumber,Khagaria,2,4.4,2668,1,77186.63
12791,Hair Salon,Meerut,2,3.7,4016,1,108494.66
12792,Restaurant,Saharsa,4,3.7,775,1,35735.38
12793,Coffee Shop,Begusarai,1,4.4,2300,0,74580.72
12794,Plumber,Meerut,3,4.0,2342,0,82418.01
12795,Coffee Shop,Saharsa,3,4.8,2919,1,103094.95
12796,Bakery,Begusarai,1,4.5,440,1,45301.07
12797,Pet Store,Begusarai,1,3.1,1788,0,24559.64
12798,Hair Salon,Mansi,4,4.2,188,0,37272.49
12799,Boutique,Saharsa,3,4.5,2146,0,68866.76
12800,Gym,Saharsa,2,4.8,3475,0,82251.69
12801,Hair Salon,Begusarai,3,4.0,565,0,52619.35
12802,Plumber,Begusarai,4,3.6,4264,0,109239.98
12803,Restaurant,Khagaria,3,4.3,1393,0,66668.85
12804,Bakery,Mansi,2,3.5,2078,0,48482.85
12805,Auto Repair,Mansi,2,4.3,164,0,32822.14
12806,Pet Store,Meerut,1,4.0,1212,0,59848.97
12807,Boutique,Khagaria,3,4.2,284,1,49341.1
12808,Hair Salon,Begusarai,3,3.7,2282,0,65214.52
12809,Coffee Shop,Saharsa,2,3.6,2022,1,68640.29
12810,Auto Repair,Begusarai,2,4.0,1088,0,62654.95
12811,Auto Repair,Meerut,1,4.4,1208,0,55832.38
12812,Restaurant,Begusarai,3,3.1,4026,1,98763.8
12813,Hair Salon,Begusarai,1,3.2,3545,1,96225.69
12814,Coffee Shop,Khagaria,4,5.0,3936,0,117360.72
12815,Gym,Mansi,2,4.0,3377,1,86928.25
12816,Auto Repair,Begusarai,4,3.5,1661,0,59671.42
12817,Restaurant,Mansi,2,4.0,968,1,73603.93
12818,Bookstore,Khagaria,2,3.6,1026,0,54145.26
12819,Gym,Saharsa,4,3.8,2673,1,90757.73
12820,Hair Salon,Mansi,1,4.1,2271,1,96472.9
12821,Gym,Saharsa,4,3.9,126,1,39525.3
12822,Gym,Khagaria,4,4.8,3454,1,101979.48
12823,Pet Store,Meerut,4,3.2,4586,0,111661.5
12824,Restaurant,Saharsa,1,2.9,2074,0,48245.62
12825,Bookstore,Meerut,1,4.4,2408,1,84111.97
12826,Boutique,Meerut,3,4.0,1689,1,74114.46
12827,Bakery,Khagaria,2,3.7,3873,0,88866.66
12828,Coffee Shop,Khagaria,1,4.4,4701,0,115585.37
12829,Plumber,Khagaria,2,4.5,576,0,65607.23
12830,Bookstore,Mansi,2,4.0,1704,0,64440.53
12831,Bakery,Saharsa,2,3.6,1600,1,59356.23
12832,Coffee Shop,Begusarai,2,4.9,3162,0,97304.01
12833,Bakery,Khagaria,1,3.8,1128,0,68442.2
12834,Pet Store,Khagaria,1,4.6,2556,0,73534.26
12835,Bookstore,Begusarai,3,3.6,1533,0,48248.87
12836,Plumber,Saharsa,1,3.6,3142,1,92427.0
12837,Pet Store,Saharsa,3,3.4,1690,0,70879.74
12838,Bookstore,Saharsa,4,4.1,1249,1,82712.49
12839,Bakery,Meerut,4,4.4,1201,1,49695.8
12840,Bakery,Saharsa,1,3.7,2222,0,72622.56
12841,Bakery,Saharsa,2,4.0,4051,0,103574.84
12842,Pet Store,Begusarai,3,4.6,1995,1,85608.75
12843,Plumber,Khagaria,1,4.0,561,0,38884.12
12844,Bookstore,Saharsa,2,5.0,800,1,70367.85
12845,Boutique,Khagaria,4,4.4,3945,0,85773.39
12846,Bookstore,Saharsa,1,5.0,1514,0,80368.97
12847,Restaurant,Mansi,2,4.2,4349,1,96009.87
12848,Bookstore,Mansi,2,4.6,1021,0,75764.22
12849,Pet Store,Khagaria,1,3.8,4139,1,125304.94
12850,Restaurant,Mansi,2,4.4,945,1,73964.79
12851,Coffee Shop,Khagaria,1,3.3,3152,0,87067.93
12852,Hair Salon,Meerut,3,4.6,4824,0,101389.04
12853,Plumber,Begusarai,4,3.2,850,1,54072.34
12854,Boutique,Begusarai,2,3.9,3971,1,105523.67
12855,Bakery,Mansi,2,3.5,3879,0,87654.2
12856,Restaurant,Mansi,1,3.8,1711,0,80020.05
12857,Bookstore,Khagaria,3,4.2,1504,0,75269.64
12858,Hair Salon,Khagaria,2,4.3,2086,1,96270.48
12859,Hair Salon,Meerut,4,4.6,635,1,81250.78
12860,Auto Repair,Meerut,4,4.5,4018,0,114734.55
12861,Plumber,Mansi,4,3.7,849,0,45755.13
12862,Bakery,Meerut,4,4.1,4355,1,107182.97
12863,Auto Repair,Mansi,3,5.0,4861,0,132864.21
12864,Boutique,Mansi,4,4.3,3627,0,108869.67
12865,Bookstore,Begusarai,1,3.4,4333,1,100915.8
12866,Hair Salon,Begusarai,4,4.1,3198,0,96223.16
12867,Coffee Shop,Meerut,4,4.4,3385,0,98346.42
12868,Plumber,Begusarai,2,4.4,4718,1,118127.39
12869,Plumber,Khagaria,4,4.5,2698,0,81177.94
12870,Restaurant,Meerut,4,3.8,2880,1,99841.41
12871,Hair Salon,Begusarai,2,4.4,3675,0,95838.63
12872,Plumber,Mansi,3,3.8,2983,0,80485.51
12873,Pet Store,Begusarai,2,4.5,1642,0,73942.26
12874,Bakery,Khagaria,4,3.4,2840,0,71792.69
12875,Gym,Begusarai,1,4.1,3468,1,97385.16
12876,Gym,Khagaria,4,5.0,3408,1,118614.08
12877,Pet Store,Saharsa,3,4.0,2237,1,87432.93
12878,Bookstore,Begusarai,1,4.4,4609,0,126372.86
12879,Gym,Khagaria,4,3.7,4614,0,111091.01
12880,Auto Repair,Mansi,4,3.5,3152,0,97577.24
12881,Coffee Shop,Begusarai,3,3.5,2831,1,79728.72
12882,Gym,Mansi,2,4.6,571,0,66419.76
12883,Gym,Saharsa,2,4.0,1570,0,62245.25
12884,Plumber,Meerut,4,5.0,4702,0,126278.72
12885,Pet Store,Begusarai,3,3.7,1331,1,62493.07
12886,Bakery,Khagaria,4,5.0,1320,0,86549.37
12887,Coffee Shop,Saharsa,1,3.5,219,0,33969.92
12888,Pet Store,Begusarai,4,4.7,1268,0,86620.78
12889,Bakery,Khagaria,3,4.5,2488,0,88847.73
12890,Boutique,Mansi,2,3.7,1610,1,64708.54
12891,Coffee Shop,Mansi,3,4.2,4221,0,88151.2
12892,Boutique,Meerut,1,4.0,2801,0,70827.25
12893,Bakery,Begusarai,3,2.3,3056,1,83303.73
12894,Bakery,Mansi,4,4.5,2723,1,86381.74
12895,Gym,Begusarai,1,4.6,3831,1,94362.22
12896,Hair Salon,Begusarai,3,3.9,2087,0,66525.33
12897,Bakery,Khagaria,4,4.1,3509,0,97508.12
12898,Coffee Shop,Meerut,2,4.0,2913,0,97456.49
12899,Gym,Mansi,2,5.0,2261,1,91961.46
12900,Gym,Khagaria,4,3.8,2264,1,87837.04
12901,Coffee Shop,Begusarai,4,4.2,4667,1,121441.16
12902,Hair Salon,Mansi,4,3.3,596,1,46705.55
12903,Pet Store,Khagaria,2,3.8,3730,1,105147.74
12904,Plumber,Saharsa,3,4.1,2619,0,73102.73
12905,Hair Salon,Begusarai,2,3.7,1167,0,48889.43
12906,Bakery,Saharsa,3,4.6,3187,0,95124.39
12907,Hair Salon,Khagaria,2,4.3,109,0,34632.94
12908,Coffee Shop,Meerut,4,4.0,350,0,38744.06
12909,Restaurant,Mansi,1,4.0,229,0,54331.0
12910,Pet Store,Meerut,3,4.4,176,1,60248.09
12911,Pet Store,Saharsa,4,4.5,753,1,59211.68
12912,Coffee Shop,Saharsa,3,4.0,1267,1,45663.9
12913,Restaurant,Begusarai,3,4.6,1647,0,60011.63
12914,Coffee Shop,Begusarai,1,3.1,312,0,49181.72
12915,Bakery,Saharsa,1,4.3,3649,1,95095.64
12916,Hair Salon,Khagaria,2,4.3,1205,1,67100.25
12917,Pet Store,Mansi,1,4.5,2116,1,72137.07
12918,Hair Salon,Khagaria,1,4.4,440,1,62516.89
12919,Coffee Shop,Meerut,4,4.0,4964,1,106605.58
12920,Gym,Begusarai,3,3.3,4252,0,99533.19
12921,Plumber,Khagaria,3,4.3,1823,1,83251.45
12922,Restaurant,Begusarai,2,3.9,1869,0,71061.04
12923,Auto Repair,Mansi,2,4.2,88,1,54835.23
12924,Pet Store,Begusarai,4,4.7,540,0,50672.82
12925,Hair Salon,Begusarai,4,3.7,3100,1,93986.27
12926,Restaurant,Meerut,4,5.0,2698,0,72296.32
12927,Gym,Mansi,3,4.1,1041,1,79748.26
12928,Auto Repair,Begusarai,4,4.9,615,1,62511.96
12929,Auto Repair,Khagaria,2,4.6,1757,0,64145.15
12930,Auto Repair,Meerut,1,3.9,4958,0,106901.21
12931,Coffee Shop,Saharsa,4,4.6,1381,0,54762.57
12932,Hair Salon,Mansi,2,3.8,1556,1,62908.82
12933,Pet Store,Meerut,2,4.9,4652,0,121435.77
12934,Hair Salon,Saharsa,1,4.5,4448,0,110501.24
12935,Auto Repair,Mansi,4,4.4,118,0,52448.31
12936,Coffee Shop,Mansi,3,4.0,838,1,56848.47
12937,Bakery,Saharsa,4,4.0,3174,0,70971.83
12938,Auto Repair,Begusarai,3,3.5,4489,0,98796.45
12939,Bakery,Begusarai,1,4.2,2003,0,84722.13
12940,Plumber,Begusarai,3,4.4,732,1,55562.36
12941,Bakery,Meerut,1,4.0,1818,1,76639.59
12942,Boutique,Saharsa,4,4.6,4157,0,97146.92
12943,Restaurant,Mansi,3,4.3,2205,0,68911.88
12944,Plumber,Khagaria,3,4.6,2526,0,82582.13
12945,Bookstore,Meerut,4,4.5,1583,0,62031.28
12946,Restaurant,Meerut,3,4.2,4123,1,135346.2
12947,Auto Repair,Mansi,1,4.2,4605,0,113451.28
12948,Coffee Shop,Begusarai,3,5.0,3116,1,91865.18
12949,Bookstore,Mansi,1,3.8,4421,1,112916.96
12950,Plumber,Khagaria,4,3.9,993,1,52690.03
12951,Coffee Shop,Khagaria,2,4.9,4850,0,111380.38
12952,Coffee Shop,Begusarai,3,4.3,2345,0,64463.33
12953,Coffee Shop,Meerut,3,3.9,2470,1,77813.97
12954,Gym,Mansi,2,4.6,453,0,39500.16
12955,Restaurant,Saharsa,3,4.3,3199,1,108945.01
12956,Pet Store,Meerut,3,5.0,3792,0,116956.48
12957,Restaurant,Mansi,2,4.3,1301,1,72057.86
12958,Auto Repair,Khagaria,1,3.4,3253,1,78739.82
12959,Boutique,Mansi,1,4.4,3212,0,93890.28
12960,Coffee Shop,Begusarai,3,3.0,3147,1,103948.97
12961,Restaurant,Saharsa,3,5.0,1388,0,68943.59
12962,Plumber,Begusarai,3,3.8,3853,0,99193.7
12963,Hair Salon,Saharsa,3,4.3,2965,0,90556.61
12964,Bakery,Saharsa,3,4.3,4746,0,113803.9
12965,Restaurant,Begusarai,2,4.0,2005,0,90108.32
12966,Bookstore,Begusarai,1,3.6,310,1,47102.94
12967,Restaurant,Meerut,1,4.3,3292,0,106396.28
12968,Plumber,Khagaria,4,4.5,1318,0,76589.23
12969,Coffee Shop,Begusarai,1,3.0,1684,0,55774.08
12970,Restaurant,Mansi,1,3.9,2652,0,83028.11
12971,Bakery,Khagaria,2,5.0,4672,0,127110.66
12972,Bookstore,Meerut,2,4.5,2438,0,77549.51
12973,Restaurant,Meerut,4,3.7,4515,1,109566.68
12974,Plumber,Begusarai,3,4.1,2910,1,99401.65
12975,Auto Repair,Meerut,4,4.1,1319,0,52419.77
12976,Hair Salon,Khagaria,1,4.1,4605,0,102672.87
12977,Gym,Meerut,3,4.0,3683,0,92235.46
12978,Restaurant,Begusarai,3,4.2,4671,0,116168.67
12979,Coffee Shop,Saharsa,1,4.9,246,0,55135.95
12980,Gym,Khagaria,3,4.3,434,0,64438.02
12981,Hair Salon,Begusarai,2,4.6,2518,0,87672.55
12982,Bookstore,Mansi,2,3.4,3490,1,98346.75
12983,Auto Repair,Khagaria,1,4.7,3629,0,106728.05
12984,Gym,Mansi,1,3.8,2539,1,75602.99
12985,Restaurant,Meerut,1,3.5,1663,1,77715.23
12986,Bookstore,Khagaria,4,3.5,819,0,37727.43
12987,Gym,Meerut,4,4.3,1385,0,60407.17
12988,Auto Repair,Mansi,2,4.4,4550,0,107592.94
12989,Bookstore,Begusarai,4,4.2,732,1,74045.77
12990,Plumber,Meerut,4,3.9,1475,0,55819.01
12991,Gym,Saharsa,2,4.0,4166,0,106281.41
12992,Bookstore,Begusarai,4,4.0,3098,0,99229.86
12993,Plumber,Mansi,1,3.7,1734,0,57082.58
12994,Boutique,Khagaria,2,4.9,1677,1,82192.07
12995,Boutique,Saharsa,1,3.4,799,1,60504.38
12996,Hair Salon,Mansi,1,4.0,2034,1,84427.01
12997,Gym,Meerut,3,4.8,3086,0,96405.37
12998,Boutique,Mansi,3,4.3,942,0,46939.19
12999,Restaurant,Begusarai,2,5.0,1210,0,52632.0
13000,Hair Salon,Saharsa,4,3.6,971,0,62570.95
13001,Bakery,Begusarai,1,3.7,1136,0,55180.1
13002,Bookstore,Khagaria,2,3.1,165,1,51031.98
13003,Plumber,Mansi,1,3.5,2242,0,79347.5
13004,Bookstore,Meerut,4,4.1,3627,1,92745.37
13005,Plumber,Saharsa,1,4.2,4280,0,89523.38
13006,Gym,Begusarai,3,3.7,3083,0,89419.35
13007,Restaurant,Meerut,3,4.2,4442,1,101981.48
13008,Bakery,Saharsa,2,3.5,41,1,49145.29
13009,Restaurant,Mansi,4,3.7,4524,0,104201.03
13010,Bookstore,Khagaria,3,4.0,2162,0,62418.75
13011,Plumber,Begusarai,1,4.4,4034,0,103203.88
13012,Pet Store,Begusarai,2,4.6,2003,1,79621.11
13013,Restaurant,Khagaria,3,3.9,1942,0,64476.37
13014,Pet Store,Khagaria,4,4.4,4057,0,124062.45
13015,Plumber,Khagaria,3,4.2,1412,0,70891.02
13016,Gym,Khagaria,3,3.8,1305,1,69244.44
13017,Coffee Shop,Saharsa,4,3.5,4775,1,126406.65
13018,Bakery,Begusarai,2,4.3,2967,0,85973.41
13019,Pet Store,Meerut,3,4.3,597,0,63466.2
13020,Boutique,Begusarai,4,4.2,4351,1,112504.22
13021,Boutique,Meerut,4,4.7,1953,1,71861.83
13022,Gym,Begusarai,1,3.8,2360,1,68821.23
13023,Plumber,Mansi,4,3.9,4504,0,89488.26
13024,Gym,Khagaria,4,3.6,3201,1,96578.82
13025,Boutique,Mansi,4,3.8,4377,0,99459.35
13026,Plumber,Khagaria,4,4.6,1692,0,70994.98
13027,Boutique,Begusarai,1,4.7,3195,0,90150.53
13028,Pet Store,Saharsa,1,4.3,4837,0,116268.99
13029,Bakery,Meerut,2,3.8,119,0,48864.52
13030,Restaurant,Khagaria,3,3.5,3928,0,90937.87
13031,Pet Store,Begusarai,2,3.4,218,0,50693.25
13032,Restaurant,Mansi,2,4.4,2001,1,87381.14
13033,Coffee Shop,Begusarai,1,3.6,4998,1,115977.76
13034,Bookstore,Meerut,4,3.8,798,0,70439.05
13035,Hair Salon,Meerut,4,3.3,3998,0,111589.33
13036,Hair Salon,Saharsa,3,4.5,4193,0,97415.37
13037,Bookstore,Khagaria,1,3.7,1638,1,64464.67
13038,Hair Salon,Meerut,3,3.9,1335,0,63216.56
13039,Boutique,Khagaria,2,4.4,548,0,42006.38
13040,Gym,Mansi,2,4.6,2921,0,95265.69
13041,Hair Salon,Mansi,1,3.7,3392,1,114568.87
13042,Gym,Saharsa,4,4.6,4033,0,117154.01
13043,Bookstore,Khagaria,1,4.1,245,1,72522.15
13044,Restaurant,Saharsa,4,4.2,2100,0,85088.7
13045,Pet Store,Mansi,1,4.6,1998,0,70389.69
13046,Plumber,Khagaria,1,3.8,2652,1,64996.39
13047,Hair Salon,Meerut,3,4.1,970,0,75177.27
13048,Auto Repair,Khagaria,1,4.4,3509,1,93092.45
13049,Boutique,Khagaria,3,4.3,1602,0,67359.85
13050,Pet Store,Begusarai,3,5.0,2462,1,95022.84
13051,Bakery,Meerut,2,4.4,999,1,73455.16
13052,Plumber,Begusarai,1,3.2,3609,1,89383.03
13053,Pet Store,Meerut,4,4.2,2422,1,81657.11
13054,Pet Store,Khagaria,1,4.4,1813,1,77695.88
13055,Plumber,Khagaria,2,3.9,4945,0,91125.12
13056,Plumber,Meerut,4,3.7,1589,1,90587.73
13057,Restaurant,Khagaria,2,3.2,3660,0,83821.38
13058,Coffee Shop,Meerut,2,4.2,4626,0,101970.31
13059,Restaurant,Begusarai,1,3.9,4425,1,112717.11
13060,Pet Store,Saharsa,1,4.5,47,0,38187.93
13061,Coffee Shop,Saharsa,2,3.5,2137,0,62549.29
13062,Pet Store,Mansi,4,5.0,2197,0,94366.45
13063,Plumber,Meerut,4,3.5,1411,1,63549.0
13064,Hair Salon,Begusarai,3,4.2,2122,0,84338.6
13065,Boutique,Khagaria,3,4.1,1477,1,80494.9
13066,Hair Salon,Saharsa,4,4.9,1958,0,91463.46
13067,Restaurant,Begusarai,3,4.3,2963,0,91337.85
