interaction_id,user_id,business_id,timestamp,distance_km,interaction_type,time_spent_sec,conversion_target
902350,54728,13373,2024-12-08 21:14:23,9.0,view,290,0
902351,55454,11971,2024-05-27 16:17:59,9.1,review,13,0
902352,54911,17447,2024-08-11 23:27:02,7.0,view,392,0
902353,59452,16431,2024-02-26 16:09:57,4.5,view,53,0
902354,52164,18573,2024-08-19 09:05:57,8.6,view,585,0
902355,56943,19172,2024-09-12 03:44:09,3.2,purchase,366,1
902356,50439,15199,2024-10-10 10:13:19,8.9,view,567,0
902357,56500,15876,2024-05-05 03:55:19,7.5,view,374,0
902358,58772,14605,2024-06-14 00:43:38,10.1,visit,90,1
902359,56037,11317,2024-10-27 09:51:38,2.0,visit,498,1
902360,57126,12397,2024-06-21 07:47:56,12.8,purchase,158,1
902361,53744,17271,2024-01-07 03:42:57,6.3,view,189,0
902362,56407,12586,2024-06-17 03:34:23,3.0,click,70,1
902363,52517,10723,2024-03-02 15:03:35,0.1,view,522,0
902364,53040,11320,2024-12-29 18:13:29,4.7,click,104,0
902365,55377,14985,2024-05-31 12:04:12,0.1,view,205,0
902366,57624,12998,2024-05-18 21:57:41,4.4,view,380,0
902367,59160,17018,2024-02-03 02:33:39,7.1,review,287,0
902368,59592,18163,2024-12-12 17:46:20,4.2,view,147,0
902369,52846,18525,2024-09-04 01:30:50,2.7,visit,378,1
902370,56426,18462,2024-12-10 10:06:31,9.9,click,474,0
902371,52384,17863,2024-01-13 08:02:04,0.6,purchase,216,1
902372,56637,17888,2024-03-14 23:50:27,6.7,view,564,0
902373,53271,14206,2024-04-20 12:20:06,9.2,view,338,0
902374,55097,14799,2024-01-26 12:24:20,5.8,purchase,368,1
902375,50095,16391,2024-04-23 05:30:14,9.5,view,17,0
902376,54291,14542,2024-04-15 01:53:12,6.8,view,40,0
902377,56092,10455,2024-09-28 11:04:41,8.2,click,444,0
902378,56276,15328,2024-07-08 07:14:23,8.4,view,484,0
902379,52117,12325,2024-12-29 05:21:46,3.7,click,517,0
902380,56492,10836,2024-02-14 23:37:30,11.3,view,477,0
902381,50925,19876,2024-06-28 03:19:15,15.0,view,416,0
902382,56656,16715,2024-09-16 07:11:29,11.3,click,488,0
902383,59354,10349,2024-05-04 07:02:16,5.7,review,209,0
902384,52205,18080,2024-12-13 21:14:49,1.9,purchase,279,1
902385,59750,10160,2024-07-12 17:14:30,5.7,click,362,0
902386,58241,13956,2024-08-02 20:41:03,2.9,view,183,0
902387,52837,11936,2024-04-08 15:19:04,0.1,review,190,0
902388,56699,18049,2024-01-16 16:21:10,3.4,view,496,0
902389,57873,13792,2024-03-20 17:15:14,5.1,purchase,83,1
902390,54982,11532,2024-09-03 22:03:42,8.0,view,64,0
902391,57241,17124,2024-03-18 11:17:56,0.1,view,253,0
902392,57398,17250,2024-01-25 14:10:37,0.1,view,127,0
902393,55295,19420,2024-08-30 04:01:56,2.7,click,118,1
902394,59054,15503,2024-04-28 01:39:48,0.1,click,499,0
902395,53238,17281,2024-06-26 08:15:06,1.9,visit,114,1
902396,57304,19266,2024-01-23 03:58:50,16.6,purchase,186,1
902397,52902,18863,2024-06-11 02:38:03,0.1,visit,243,1
902398,53035,13159,2024-10-15 17:36:18,4.9,view,276,0
902399,59005,14386,2024-02-06 20:41:45,11.2,view,18,0
902400,50187,15085,2024-05-11 03:11:30,11.3,purchase,536,1
902401,54172,16543,2024-12-27 08:13:40,13.8,view,216,0
902402,50127,14576,2024-10-19 18:51:33,12.5,click,76,0
902403,50326,15103,2024-05-08 13:58:34,15.8,view,555,0
902404,50766,14796,2024-10-10 19:05:27,1.6,visit,153,1
902405,54188,16184,2024-01-09 20:35:16,8.8,click,328,0
902406,54253,11127,2024-06-11 07:20:27,7.9,visit,137,1
902407,57992,19256,2024-11-20 23:42:11,12.2,purchase,85,1
902408,51145,16793,2024-04-14 04:58:28,7.2,visit,79,1
902409,59131,15116,2024-04-25 18:30:16,7.7,purchase,147,1
902410,53362,19861,2024-12-11 07:56:10,3.1,view,318,0
902411,51535,18320,2024-04-11 12:15:26,2.6,view,507,0
902412,52436,17838,2024-03-04 09:21:23,4.3,click,29,0
902413,50480,14659,2024-12-14 03:26:35,0.1,visit,476,1
902414,53883,18165,2024-11-25 14:21:27,17.7,purchase,468,1
902415,53100,12542,2024-08-02 07:58:06,12.3,purchase,406,1
902416,50923,17744,2024-09-03 14:20:55,4.7,view,183,0
902417,59065,15201,2024-03-16 05:41:47,6.1,view,254,0
902418,52604,10897,2024-04-06 20:00:54,4.6,visit,64,1
902419,57694,17164,2024-03-13 05:30:11,4.1,view,15,1
902420,51377,10793,2024-03-23 04:18:54,1.0,view,29,0
902421,56436,16364,2024-03-01 23:49:15,3.1,view,246,0
902422,50813,14781,2024-03-30 02:02:02,6.9,visit,253,1
902423,52975,17671,2024-10-08 05:09:07,15.8,view,116,0
902424,55247,10140,2024-11-18 11:16:21,5.8,view,14,1
902425,53492,11506,2024-12-25 00:33:53,7.4,view,61,0
902426,56001,16851,2024-11-29 10:12:20,0.1,click,132,0
902427,59572,18149,2024-11-27 05:57:05,0.4,click,227,1
902428,50812,17872,2024-06-17 07:55:15,9.1,view,416,0
902429,58467,10116,2024-06-18 10:02:06,8.2,visit,225,1
902430,54742,12103,2024-09-27 06:49:26,0.1,view,91,0
902431,53131,18016,2024-08-12 02:21:05,7.7,click,524,0
902432,57978,14942,2024-10-10 13:32:27,8.4,purchase,226,1
902433,58035,17506,2024-12-13 08:53:09,5.2,view,428,0
902434,53633,19982,2024-06-20 18:38:28,6.6,review,440,0
902435,54407,19935,2024-11-09 20:51:38,0.1,view,274,0
902436,59131,16388,2024-05-05 15:26:26,0.8,click,304,1
902437,51898,10237,2024-11-10 21:21:20,10.6,purchase,345,1
902438,54522,18887,2024-05-25 00:59:29,4.8,purchase,225,1
902439,57708,13509,2024-12-13 20:51:48,6.0,purchase,280,1
902440,50764,17033,2024-07-26 20:55:07,0.1,visit,144,1
902441,54700,12320,2024-07-30 22:18:43,4.8,click,84,0
902442,51752,14850,2024-04-05 13:36:59,0.1,purchase,318,1
902443,54302,11447,2024-04-22 03:57:28,9.0,visit,464,1
902444,58865,10139,2024-05-17 19:34:33,3.8,view,293,0
902445,55652,18020,2024-03-04 20:40:35,5.3,click,22,0
902446,58643,19161,2024-12-01 16:44:12,3.3,view,461,0
902447,58107,14385,2024-09-14 14:49:05,9.6,view,114,0
902448,58006,16638,2024-11-02 18:16:59,0.5,view,471,0
902449,50140,15114,2024-04-09 14:47:38,17.7,view,5,0
902450,59728,15454,2024-09-03 11:54:20,1.5,view,107,1
902451,59499,16550,2024-01-22 00:56:14,14.2,visit,463,1
902452,58115,13385,2024-10-25 13:45:08,1.6,visit,94,1
902453,51642,12051,2024-11-03 00:35:09,4.5,view,66,1
902454,50822,16771,2024-08-27 00:02:35,11.9,visit,164,1
902455,54267,19275,2024-03-29 22:01:54,0.1,click,123,0
902456,58463,12289,2024-07-14 15:09:54,6.6,click,29,0
902457,52938,11600,2024-07-26 17:04:25,3.6,purchase,558,1
902458,53287,15910,2024-06-13 19:34:02,0.1,purchase,478,1
902459,55815,11008,2024-06-10 00:17:03,2.6,purchase,378,1
902460,59624,18974,2024-05-15 13:27:23,4.7,click,340,0
902461,55186,17760,2024-01-01 18:40:23,3.7,purchase,588,1
902462,53663,15373,2024-02-05 10:50:46,5.3,visit,395,1
902463,54651,19240,2024-01-16 08:10:56,3.4,review,497,0
902464,55883,16191,2024-02-10 01:15:03,8.7,review,440,0
902465,55614,14279,2024-01-04 04:07:04,16.1,purchase,510,1
902466,50129,11491,2024-03-05 04:54:45,0.2,view,567,0
902467,55237,11530,2024-12-26 18:40:23,6.0,view,264,0
902468,51770,12915,2024-10-28 02:28:19,3.1,view,306,0
902469,58777,19137,2024-11-12 15:21:47,2.9,visit,35,1
902470,57745,18944,2024-06-23 17:03:57,0.1,view,237,0
902471,50781,19278,2024-01-20 00:34:38,2.9,view,516,0
902472,53750,13000,2024-07-20 08:37:49,9.7,view,252,0
902473,56930,19844,2024-10-23 18:42:13,5.5,view,156,0
902474,56489,12681,2024-06-05 14:30:23,7.8,view,70,0
902475,54581,16022,2024-11-25 15:09:37,0.1,click,197,0
902476,58924,19667,2024-07-31 03:47:22,4.3,view,320,0
902477,52909,14246,2024-05-24 13:29:49,5.2,view,318,0
902478,51222,14113,2024-03-26 18:45:58,7.5,visit,415,1
902479,58228,12516,2024-08-27 05:27:13,10.1,purchase,35,1
902480,58619,16744,2024-03-18 13:53:48,14.5,view,64,0
902481,51677,11925,2024-02-18 15:19:41,0.7,view,438,0
902482,55176,19898,2024-06-24 00:22:50,5.7,view,416,0
902483,55026,12061,2024-05-03 06:43:46,5.2,review,569,0
902484,56867,19590,2024-03-25 14:26:08,9.5,click,467,0
902485,58251,15521,2024-11-12 08:45:18,0.1,visit,168,1
902486,56865,14886,2024-02-29 10:11:53,10.1,view,61,0
902487,50798,15653,2024-09-09 06:11:04,3.8,click,163,0
902488,50979,17984,2024-05-22 07:18:08,9.3,visit,67,1
902489,56042,11539,2024-06-08 11:35:45,4.3,view,576,0
902490,51843,15256,2024-06-18 11:00:06,2.8,view,167,0
902491,56001,12759,2024-10-05 04:41:14,14.4,visit,212,1
902492,57315,16563,2024-09-28 05:30:49,8.7,view,596,0
902493,54438,10154,2024-08-27 14:21:54,1.2,click,389,0
902494,54447,11681,2024-01-10 18:15:30,11.8,purchase,455,1
902495,57166,13093,2024-02-03 02:32:15,4.6,view,325,0
902496,57708,12454,2024-04-12 02:38:14,11.7,visit,38,1
902497,52847,17601,2024-10-18 17:58:46,6.1,review,109,0
902498,56392,10057,2024-06-03 19:00:46,1.9,purchase,496,1
902499,52053,13481,2024-12-28 23:45:58,5.7,purchase,155,1
902500,53202,11148,2024-11-08 16:33:11,0.1,view,445,0
902501,51939,13398,2024-08-10 23:35:06,0.5,purchase,349,1
902502,56481,15423,2024-10-01 13:20:42,0.1,click,491,0
902503,55304,12673,2024-08-27 09:39:44,2.1,click,385,1
902504,52439,13435,2024-06-19 19:42:39,5.2,purchase,437,1
902505,50245,11016,2024-01-08 15:06:19,2.9,view,457,0
902506,58444,16838,2024-02-20 06:57:19,9.7,click,193,0
902507,55206,12386,2024-08-04 05:07:01,9.4,click,75,1
902508,50075,12567,2024-06-13 04:42:43,0.1,click,250,0
902509,58906,10304,2024-04-10 12:52:24,1.6,purchase,154,1
902510,59271,11082,2024-01-11 12:04:27,0.1,purchase,353,1
902511,50844,18989,2024-09-20 07:43:54,8.9,click,562,0
902512,57128,19455,2024-11-18 20:56:14,9.3,purchase,159,1
902513,58106,15343,2024-10-03 00:40:25,12.4,visit,285,1
902514,50103,10494,2024-10-20 20:17:45,0.1,click,258,0
902515,55251,19571,2024-10-22 17:13:30,6.9,click,256,1
902516,55918,14351,2024-07-26 03:35:09,5.6,view,57,1
902517,58470,12618,2024-03-24 23:25:30,6.8,visit,98,1
902518,52396,19726,2024-03-31 15:35:23,0.1,click,212,1
902519,54176,17606,2024-06-30 11:38:55,13.3,view,532,0
902520,57003,18341,2024-10-07 00:17:37,2.6,view,46,0
902521,57869,17587,2024-07-21 09:10:49,10.8,purchase,54,1
902522,58024,16977,2024-12-08 09:14:14,0.1,view,52,0
902523,58015,13358,2024-08-11 12:48:06,1.4,view,319,0
902524,54384,11657,2024-03-16 04:54:32,0.1,view,163,0
902525,50170,19923,2024-03-04 08:50:35,3.2,click,395,0
902526,57112,10358,2024-03-21 19:46:23,1.1,view,554,0
902527,53083,10987,2024-03-15 02:18:37,1.9,purchase,150,1
902528,52848,13607,2024-01-07 02:47:33,8.7,view,43,0
902529,53597,19887,2024-11-22 22:31:49,6.5,visit,380,1
902530,57795,16047,2024-02-28 00:35:13,0.1,view,131,0
902531,55156,10323,2024-11-18 03:53:43,5.2,click,508,0
902532,51930,14838,2024-02-27 18:14:00,9.0,purchase,394,1
902533,56346,17394,2024-11-15 02:36:11,10.0,view,383,0
902534,52341,12613,2024-09-23 03:50:44,3.7,purchase,430,1
902535,50772,17389,2024-09-21 02:12:34,9.0,review,241,0
902536,56646,19398,2024-11-27 03:09:09,0.1,purchase,373,1
902537,58154,16958,2024-08-14 14:15:46,4.5,view,281,0
902538,57668,19620,2024-12-10 20:02:31,3.2,purchase,300,1
902539,51071,11281,2024-01-03 17:11:06,2.5,visit,260,1
902540,50570,15497,2024-07-26 22:34:05,6.9,click,477,0
902541,53063,18247,2024-11-01 22:10:06,0.1,view,122,0
902542,51859,11148,2024-09-25 07:09:15,3.0,purchase,82,1
902543,54445,13110,2024-03-01 22:01:34,6.3,purchase,187,1
902544,57815,16969,2024-04-22 01:54:48,5.1,visit,340,1
902545,59636,17275,2024-01-06 18:03:39,0.1,view,468,0
902546,57553,12662,2024-09-02 05:14:12,6.9,visit,117,1
902547,50233,16503,2024-10-26 05:07:56,3.7,visit,516,1
902548,56692,12764,2024-01-05 04:56:15,0.1,visit,587,1
902549,56069,12567,2024-03-26 05:32:38,2.9,view,140,0
902550,57214,10740,2024-09-19 03:12:03,14.5,click,291,0
902551,55811,11443,2024-05-10 12:20:34,0.1,visit,401,1
902552,54864,15683,2024-04-21 00:15:19,4.7,view,516,0
902553,59909,14991,2024-09-23 16:44:07,2.4,visit,320,1
902554,55498,11444,2024-11-15 03:00:39,7.0,view,398,0
902555,53934,17663,2024-06-06 05:41:15,4.4,visit,428,1
902556,58258,12889,2024-11-14 16:56:15,0.1,view,199,0
902557,50323,12286,2024-05-01 21:38:13,4.9,purchase,222,1
902558,55866,14192,2024-09-05 03:48:00,7.7,click,424,0
902559,50951,10934,2024-02-10 05:36:32,4.5,visit,545,1
902560,59977,17310,2024-02-18 16:14:47,0.6,visit,95,1
902561,55509,13691,2024-11-20 01:15:49,9.5,purchase,520,1
902562,55510,14574,2024-11-03 07:56:58,10.8,click,234,0
902563,55930,18961,2024-10-18 23:44:04,0.1,visit,271,1
902564,54153,14298,2024-12-01 08:16:31,7.4,click,498,0
902565,55518,13351,2024-09-06 01:53:45,8.8,view,288,0
902566,55212,11548,2024-12-31 06:31:38,5.0,visit,482,1
902567,50825,10200,2024-09-25 12:34:16,5.0,click,137,0
902568,59141,15453,2024-04-07 14:40:36,4.4,purchase,527,1
902569,50015,16242,2024-07-23 02:12:59,9.6,purchase,390,1
902570,53188,19102,2024-08-27 10:28:34,0.1,purchase,549,1
902571,53129,17089,2024-05-05 14:21:32,11.9,purchase,228,1
902572,50414,18229,2024-11-19 14:40:02,4.4,click,575,0
902573,56871,18600,2024-01-08 07:03:31,11.4,view,241,0
902574,51450,12189,2024-08-04 19:27:59,8.6,visit,442,1
902575,55534,19864,2024-05-03 10:34:23,6.1,click,481,0
902576,54495,11289,2024-08-24 14:17:54,18.4,click,74,0
902577,56735,15047,2024-08-14 14:05:53,4.3,visit,309,1
902578,52794,11007,2024-11-15 19:40:58,7.3,view,525,0
902579,56927,11682,2024-08-22 07:53:23,0.5,view,130,0
902580,53618,11744,2024-07-16 01:54:23,11.5,view,168,0
902581,54244,11340,2024-05-15 23:45:43,4.5,click,247,0
902582,54564,13630,2024-09-19 16:39:22,10.3,visit,296,1
902583,53605,13527,2024-02-09 18:23:02,5.4,purchase,391,1
902584,52124,10039,2024-08-11 15:59:30,2.1,view,185,0
902585,56582,13595,2024-09-29 21:24:46,3.1,click,579,0
902586,53197,18696,2024-08-22 19:38:31,2.7,view,316,0
902587,57491,15643,2024-10-05 02:36:27,8.9,click,5,1
902588,58477,13034,2024-03-13 01:11:24,5.9,view,109,0
902589,50887,15071,2024-11-05 13:57:53,8.8,view,184,0
902590,52706,10480,2024-08-11 22:34:22,6.0,view,241,0
902591,51847,10797,2024-08-26 15:54:17,6.1,click,530,0
902592,52139,15748,2024-07-23 16:58:08,6.7,purchase,182,1
902593,53293,18085,2024-09-30 01:59:47,4.1,click,558,0
902594,54584,13699,2024-08-17 19:44:52,16.9,purchase,422,1
902595,50034,16797,2024-09-28 23:00:49,1.9,view,591,0
902596,51732,12310,2024-08-31 23:48:00,6.8,view,415,0
902597,55844,19250,2024-04-29 12:30:01,4.0,purchase,70,1
902598,50112,11462,2024-10-29 13:55:24,3.0,review,37,1
902599,59235,13713,2024-01-12 00:45:12,8.1,view,224,0
902600,51861,11533,2024-01-14 15:34:09,0.9,view,483,0
902601,58883,14591,2024-08-05 13:38:27,9.7,review,439,0
902602,53714,10012,2024-06-22 18:28:44,6.4,view,151,0
902603,51831,11747,2024-11-29 19:50:32,7.9,visit,223,1
902604,52001,10761,2024-08-04 21:57:42,10.2,visit,501,1
902605,59282,13801,2024-07-19 03:54:23,2.4,view,467,0
902606,50262,11586,2024-08-16 19:21:22,3.4,purchase,218,1
902607,56983,15067,2024-01-09 18:31:21,0.1,purchase,61,1
902608,55206,10221,2024-10-31 12:53:41,6.0,visit,428,1
902609,55602,19879,2024-08-01 07:29:58,0.1,view,402,0
902610,57210,11945,2024-05-26 17:57:47,4.5,view,219,0
902611,52123,18203,2024-03-05 07:22:43,11.1,click,85,0
902612,52411,12286,2024-03-27 22:16:12,0.1,visit,35,1
902613,54714,18626,2024-05-04 07:46:42,8.1,visit,116,1
902614,59888,11008,2024-08-14 05:54:26,0.6,view,182,0
902615,52752,11813,2024-02-18 21:02:59,7.3,view,340,0
902616,53789,10719,2024-02-08 03:13:28,0.1,view,211,0
902617,58448,17829,2024-08-19 19:40:59,9.4,click,445,0
902618,52388,10244,2024-11-25 06:27:55,0.1,click,127,0
902619,53244,16254,2024-11-28 06:09:22,1.4,purchase,68,1
902620,57783,13306,2024-08-23 15:36:48,14.9,click,596,0
902621,51230,10508,2024-04-15 07:18:11,11.8,view,344,0
902622,59092,19076,2024-04-25 03:04:54,3.4,visit,176,1
902623,53336,10484,2024-12-14 12:09:41,0.1,visit,96,1
902624,56978,16938,2024-06-23 05:50:39,9.8,review,592,0
902625,54354,11079,2024-02-11 11:55:24,13.0,purchase,508,1
902626,51673,19852,2024-01-02 13:30:52,7.1,visit,595,1
902627,50994,13730,2024-09-11 02:01:25,11.8,purchase,242,1
902628,56725,14625,2024-01-03 04:51:08,0.1,click,405,0
902629,54745,15722,2024-03-26 01:00:33,0.1,click,508,0
902630,57274,18788,2024-09-22 12:29:08,0.8,review,178,1
902631,51667,11438,2024-06-30 04:28:49,8.0,click,261,0
902632,54259,15915,2024-10-14 07:14:11,5.5,visit,302,1
902633,52053,15717,2024-02-16 05:30:19,4.4,view,458,0
902634,58401,15758,2024-05-03 11:53:03,8.8,click,368,0
902635,53690,10876,2024-12-24 21:31:02,0.8,click,56,0
902636,54316,10913,2024-05-21 16:15:49,0.1,purchase,366,1
902637,51399,11412,2024-07-06 13:33:43,7.4,review,332,0
902638,58454,19319,2024-10-01 06:00:55,11.1,visit,255,1
902639,51042,14860,2024-07-19 17:00:52,2.4,purchase,5,1
902640,50555,13870,2024-04-14 05:11:07,9.0,view,129,0
902641,57087,16430,2024-01-25 01:50:52,10.2,visit,249,1
902642,59355,15484,2024-09-19 18:48:56,7.2,visit,94,1
902643,50712,11401,2024-07-24 18:31:08,5.2,view,498,0
902644,54404,12386,2024-07-30 06:24:07,5.5,click,350,0
902645,54583,13273,2024-10-27 20:57:54,7.9,view,179,0
902646,52771,14849,2024-05-23 19:21:34,2.7,purchase,504,1
902647,53574,16059,2024-06-30 07:44:27,6.7,purchase,462,1
902648,56431,17437,2024-11-14 03:36:47,1.6,view,32,0
902649,56978,14715,2024-03-10 19:10:01,4.9,view,57,0
902650,50185,18536,2024-06-23 05:53:49,4.0,view,82,0
902651,52863,16605,2024-07-23 16:36:25,5.0,visit,523,1
902652,51632,17063,2024-08-24 12:51:20,1.4,view,550,0
902653,58093,17299,2024-03-10 21:51:27,2.4,visit,31,1
902654,57144,16124,2024-12-25 09:50:12,5.6,purchase,193,1
902655,55156,12608,2024-06-09 10:18:16,11.9,visit,433,1
902656,53569,13299,2024-12-24 04:21:18,3.5,click,164,0
902657,52913,15036,2024-02-15 21:16:45,4.4,view,464,0
902658,50065,14171,2024-08-28 03:16:07,3.2,view,467,0
902659,59183,13775,2024-01-08 17:46:56,3.9,view,497,0
902660,51651,15098,2024-01-10 09:30:31,0.1,view,182,0
902661,54841,17010,2024-11-14 05:33:12,6.2,visit,170,1
902662,54556,13199,2024-12-09 16:39:54,5.9,purchase,537,1
902663,54364,12150,2024-10-15 11:50:08,0.1,view,269,0
902664,58466,11571,2024-04-25 11:49:35,8.3,click,333,0
902665,50312,15247,2024-06-14 22:45:12,4.0,visit,88,1
902666,54501,17733,2024-05-25 15:52:21,7.1,view,356,0
902667,51214,13157,2024-06-21 05:11:06,0.8,view,236,0
902668,55449,10328,2024-07-15 06:07:35,9.9,view,493,0
902669,56160,12143,2024-01-09 15:35:28,0.1,click,149,1
902670,58591,18619,2024-06-25 11:27:07,10.4,view,135,0
902671,59367,14644,2024-06-17 19:02:46,0.1,review,89,0
902672,52612,13731,2024-04-07 10:36:00,7.8,click,245,0
902673,50408,11563,2024-08-15 22:08:55,2.4,click,313,0
902674,52439,18374,2024-04-30 09:47:17,10.9,view,367,0
902675,52293,11621,2024-10-29 22:26:38,11.2,view,457,0
902676,57660,16152,2024-06-03 13:47:07,7.0,view,567,0
902677,58068,17941,2024-03-10 15:11:48,7.2,visit,54,1
902678,52620,11028,2024-07-11 07:18:52,4.4,view,96,0
902679,50210,18451,2024-07-15 01:56:26,8.3,view,407,0
902680,50855,19027,2024-08-07 22:33:46,7.7,visit,420,1
902681,52338,13772,2024-10-15 05:04:18,0.8,purchase,350,1
902682,56405,16220,2024-04-24 19:17:19,7.5,view,302,0
902683,50516,10649,2024-12-10 02:47:18,9.2,click,439,0
902684,56948,17480,2024-09-28 20:13:55,4.9,visit,518,1
902685,56447,19497,2024-12-02 12:17:11,1.6,view,79,0
902686,54695,18167,2024-03-26 10:15:52,8.1,click,198,1
902687,50048,12720,2024-05-31 15:18:05,0.1,click,233,0
902688,56786,13562,2024-06-26 18:43:40,4.9,view,263,0
902689,55853,17138,2024-07-17 11:35:48,0.2,visit,178,1
902690,57553,14393,2024-08-31 13:31:59,7.2,purchase,396,1
902691,53476,14823,2024-10-15 04:51:27,5.7,visit,488,1
902692,59237,14372,2024-06-03 02:43:19,8.7,view,161,0
902693,56744,15348,2024-05-15 09:21:44,7.1,view,378,0
902694,53199,18927,2024-06-16 04:51:03,8.4,view,265,0
902695,51714,12056,2024-05-20 11:22:37,4.0,purchase,15,1
902696,50994,19835,2024-10-12 14:26:51,2.0,view,491,0
902697,56069,17548,2024-10-15 20:10:39,0.1,click,74,1
902698,55696,12852,2024-05-23 08:51:52,0.1,visit,152,1
902699,54286,17315,2024-01-18 20:12:02,2.0,review,252,0
902700,58206,19618,2024-03-09 00:34:10,12.8,view,598,0
902701,59904,19045,2024-05-21 06:32:31,11.0,view,440,0
902702,58223,13006,2024-04-27 18:58:26,3.9,purchase,93,1
902703,51053,17602,2024-04-08 13:51:23,0.1,visit,62,1
902704,59521,18974,2024-08-18 21:26:48,3.2,visit,225,1
902705,54425,12276,2024-03-23 21:22:55,6.7,view,64,0
902706,50399,14855,2024-02-07 12:47:33,0.1,view,547,0
902707,54275,14118,2024-09-16 03:20:49,5.5,view,424,0
902708,57707,16220,2024-05-22 22:00:14,0.1,review,133,0
902709,58237,16073,2024-08-25 13:22:36,0.1,view,291,0
902710,55277,17342,2024-01-12 10:50:53,1.0,click,32,1
902711,58868,11780,2024-10-02 10:45:30,1.5,view,122,0
902712,52996,15766,2024-04-10 22:29:11,2.7,purchase,422,1
902713,59141,19853,2024-08-16 12:54:48,0.9,view,568,0
902714,51753,12336,2024-11-17 04:50:46,4.7,view,233,0
902715,56305,13180,2024-12-12 15:57:23,6.8,click,512,0
902716,50286,14889,2024-08-05 12:43:41,6.3,click,320,0
902717,59169,16725,2024-06-30 21:26:22,2.6,click,282,1
902718,54295,19538,2024-02-05 01:33:58,3.4,view,333,0
902719,50986,12184,2024-04-08 01:57:54,1.5,click,142,0
902720,56800,16683,2024-12-23 14:51:24,15.6,purchase,109,1
902721,52574,16984,2024-10-23 19:36:54,18.9,view,339,0
902722,56671,10496,2024-08-17 13:36:10,3.4,view,522,1
902723,59824,11504,2024-05-29 05:54:35,6.3,view,131,0
902724,52044,18998,2024-03-03 21:18:47,7.3,view,421,0
902725,58721,17932,2024-06-06 08:25:45,9.4,view,507,0
902726,50721,13207,2024-05-14 20:42:50,0.1,purchase,39,1
902727,55496,13947,2024-12-23 16:05:57,5.0,view,385,0
902728,59120,14339,2024-10-02 09:14:33,0.1,view,12,0
902729,52410,11016,2024-09-07 22:36:35,2.1,click,528,0
902730,56451,11759,2024-03-16 07:05:06,0.2,view,176,0
902731,51850,17050,2024-06-01 23:50:35,0.1,view,195,0
902732,55404,15722,2024-12-07 04:51:45,0.1,view,139,0
902733,52441,18014,2024-05-25 21:54:05,5.5,review,54,0
902734,54498,19777,2024-02-20 17:39:28,5.8,visit,357,1
902735,50146,13964,2024-04-11 14:19:51,4.5,view,179,0
902736,56138,19702,2024-10-31 18:30:44,4.3,visit,354,1
902737,50751,16365,2024-01-26 22:12:50,2.4,visit,12,1
902738,56698,16980,2024-01-30 06:20:09,9.5,view,435,0
902739,54226,10468,2024-11-18 05:48:19,13.6,visit,414,1
902740,54734,14296,2024-11-27 20:37:31,0.1,view,417,0
902741,54926,10041,2024-06-13 07:48:00,4.2,view,153,0
902742,55660,18038,2024-02-16 03:33:13,2.4,purchase,526,1
902743,50514,19380,2024-11-21 13:39:08,8.7,visit,595,1
902744,54055,10515,2024-05-29 06:28:36,6.2,view,364,0
902745,57407,13958,2024-06-25 23:55:19,4.9,view,187,0
902746,57192,16761,2024-11-15 11:18:53,2.5,click,24,0
902747,58555,18255,2024-07-17 16:48:34,6.5,click,299,0
902748,56961,15431,2024-02-05 13:46:44,5.3,view,228,0
902749,50210,10223,2024-03-27 06:26:16,4.2,view,224,0
902750,54480,16804,2024-11-14 02:26:16,13.3,click,449,0
902751,59784,14910,2024-11-02 16:49:51,7.7,visit,474,1
902752,53927,17809,2024-12-25 17:37:35,1.3,visit,401,1
902753,56253,18882,2024-05-18 09:14:17,5.5,view,211,0
902754,55325,11813,2024-07-28 01:17:27,7.5,view,374,0
902755,57010,19750,2024-06-08 07:52:10,1.8,visit,414,1
902756,50246,18007,2024-05-09 21:37:43,7.2,review,508,0
902757,59160,16873,2024-06-24 22:23:24,18.0,visit,500,1
902758,59259,10996,2024-06-23 05:53:57,7.8,click,157,0
902759,56751,18051,2024-06-29 06:59:39,9.0,purchase,299,1
902760,59339,19282,2024-09-12 11:06:17,3.5,click,158,1
902761,59910,13105,2024-09-22 15:21:52,5.9,view,591,0
902762,56383,14959,2024-05-09 06:46:21,10.6,visit,470,1
902763,53452,13312,2024-04-30 18:49:31,0.1,purchase,531,1
902764,51854,16336,2024-11-07 20:30:20,7.7,view,47,0
902765,55945,16594,2024-12-14 05:45:46,2.2,view,19,0
902766,53421,19850,2024-09-09 10:58:53,6.7,purchase,477,1
902767,51969,17461,2024-07-04 05:06:48,3.2,view,224,0
902768,50693,10253,2024-05-19 18:11:24,14.2,click,488,0
902769,57317,13745,2024-03-01 12:17:38,7.8,view,62,1
902770,58995,10694,2024-12-17 14:36:17,7.6,view,218,0
902771,54214,19208,2024-02-04 11:13:33,3.4,view,257,0
902772,52256,14113,2024-04-23 10:46:17,11.5,click,247,1
902773,53705,12341,2024-03-29 09:15:25,11.4,visit,426,1
902774,55663,12295,2024-05-22 01:57:30,2.6,click,222,0
902775,53408,12957,2024-03-25 19:05:14,9.2,review,149,0
902776,53290,18790,2024-08-03 17:54:41,6.2,view,404,0
902777,57251,14245,2024-04-23 22:39:13,3.0,click,60,0
902778,59011,19593,2024-03-23 20:38:03,0.1,view,189,0
